"county","fips","st","pct_report","total_votes","lead","state_name","Donald_Trump","Hillary_Clinton"
"Berkeley","45015","SC","1.0","78919","Donald Trump","South Carolina","44223","30492"
"Cass","38017","ND","1.0","78807","Donald Trump","North Dakota","39738","31291"
"Pitt","37147","NC","1.0","78264","Hillary Clinton","North Carolina","35191","40967"
"Minnehaha","46099","SD","1.0","78263","Donald Trump","South Dakota","42043","30610"
"McLennan","48309","TX","1.0","78255","Donald Trump","Texas","48245","27046"
"St. Clair","26147","MI","1.0","77994","Donald Trump","Michigan","49067","24553"
"Sarpy","31153","NE","1.0","77781","Donald Trump","Nebraska","44649","27704"
"Broome","36007","NY","1.0","77657","Donald Trump","New York","38077","35212"
"Peoria","17143","IL","1.0","77465","Hillary Clinton","Illinois","35299","37436"
"Chittenden","50007","VT","1.0","77263","Hillary Clinton","Vermont","18298","54463"
"Ulster","36111","NY","1.0","77134","Hillary Clinton","New York","32962","40010"
"Muskegon","26121","MI","1.0","77114","Hillary Clinton","Michigan","35962","36640"
"Tolland","9013","CT","1.0","77069","Hillary Clinton","Connecticut","33989","38450"
"Benton","53005","WA","0.94","76907","Donald Trump","Washington","45594","25173"
"Sumter","12119","FL","1.0","76649","Donald Trump","Florida","52722","22631"
"Porter","18127","IN","1.0","76492","Donald Trump","Indiana","38719","33531"
"Washington","55131","WI","1.0","76246","Donald Trump","Wisconsin","51729","20854"
"Kenosha","55059","WI","1.0","75825","Donald Trump","Wisconsin","36025","35770"
"Johnson","19103","IA","1.0","75637","Hillary Clinton","Iowa","20993","49942"
"Centre","42027","PA","1.0","75394","Hillary Clinton","Pennsylvania","35099","36555"
"Hendricks","18063","IN","1.0","75258","Donald Trump","Indiana","48326","22595"
"Norfolk city","51710","VA","1.0","75172","Hillary Clinton","Virginia","19875","51429"
"Rock","55105","WI","1.0","75043","Hillary Clinton","Wisconsin","31483","39336"
"Kanawha","54039","WV","1.0","74996","Donald Trump","West Virginia","43464","27985"
"Richmond","13245","GA","1.0","74952","Hillary Clinton","Georgia","24441","48707"
"Mesa","8077","CO","1.0","74876","Donald Trump","Colorado","48129","20958"
"Aiken","45003","SC","1.0","74773","Donald Trump","South Carolina","45981","25426"
"Scott","27139","MN","1.0","74390","Donald Trump","Minnesota","39948","28502"
"Alexandria city","51510","VA","1.0","74384","Hillary Clinton","Virginia","13241","57147"
"Kent","10001","DE","1.0","74253","Donald Trump","Delaware","36989","33347"
"Mohave","4015","AZ","1.0","74189","Donald Trump","Arizona","54656","16485"
"Monroe","26115","MI","1.0","74101","Donald Trump","Michigan","43255","26859"
"Portage","39133","OH","1.0","73968","Donald Trump","Ohio","38978","31463"
"Sussex","34037","NJ","1.0","73860","Donald Trump","New Jersey","46486","24132"
"Shawnee","20177","KS","1.0","73648","Donald Trump","Kansas","35349","33270"
"Beaufort","45013","SC","1.0","72770","Donald Trump","South Carolina","39986","29577"
"Shasta","6089","CA","1.0","72554","Donald Trump","California","47587","20471"
"Charles","24017","MD","1.0","72480","Hillary Clinton","Maryland","24163","46063"
"Yakima","53077","WA","0.9273","72306","Donald Trump","Washington","39593","28484"
"Davidson","37057","NC","1.0","72013","Donald Trump","North Carolina","52870","17328"
"Canyon","16027","ID","1.0","72007","Donald Trump","Idaho","46755","16683"
"Vanderburgh","18163","IN","1.0","71957","Donald Trump","Indiana","40422","28296"
"Kenton","21117","KY","1.0","71947","Donald Trump","Kentucky","42958","24213"
"Berrien","26021","MI","1.0","71882","Donald Trump","Michigan","38646","29496"
"Hays","48209","TX","1.0","71524","Donald Trump","Texas","33730","33117"
"Sumner","47165","TN","1.0","71080","Donald Trump","Tennessee","50105","18153"
"Catawba","37035","NC","1.0","71065","Donald Trump","North Carolina","48062","21050"
"Hunterdon","34019","NJ","1.0","70582","Donald Trump","New Jersey","38565","28797"
"Fairfield","39045","OH","1.0","70542","Donald Trump","Ohio","43163","24150"
"Santa Fe","35049","NM","1.0","70376","Hillary Clinton","New Mexico","14198","49956"
"Hall","13139","GA","1.0","70133","Donald Trump","Georgia","51681","16153"
"Dona Ana","35013","NM","1.0","69875","Hillary Clinton","New Mexico","25095","37543"
"Jackson","26075","MI","1.0","69567","Donald Trump","Michigan","39793","25795"
"Franklin","42055","PA","1.0","69345","Donald Trump","Pennsylvania","49554","17322"
"Alamance","37001","NC","1.0","69264","Donald Trump","North Carolina","38235","29268"
"Wright","27171","MN","1.0","69154","Donald Trump","Minnesota","43274","20336"
"Marathon","55073","WI","1.0","68849","Donald Trump","Wisconsin","39010","26476"
"Newport News city","51700","VA","0.9783","68432","Hillary Clinton","Virginia","23650","40997"
"Muscogee","13215","GA","1.0","68320","Hillary Clinton","Georgia","26901","39602"
"Ouachita Parish","22073","LA","1.0","67987","Donald Trump","Louisiana","41712","24420"
"Strafford","33017","NH","1.0","67984","Hillary Clinton","New Hampshire","29072","34894"
"Brunswick","37019","NC","1.0","67255","Donald Trump","North Carolina","42440","23117"
"Kootenai","16055","ID","1.0","66286","Donald Trump","Idaho","44449","16264"
"Johnson","18081","IN","1.0","66229","Donald Trump","Indiana","45456","17318"
"Brazos","48041","TX","1.0","66036","Donald Trump","Texas","38662","23041"
"Kennebec","23011","ME","1.0","65999","Donald Trump","Maine","31753","29296"
"Rensselaer","36083","NY","1.0","65991","Donald Trump","New York","31933","30039"
"Monroe","42089","PA","1.0","65944","Hillary Clinton","Pennsylvania","31706","31930"
"Stafford","51179","VA","1.0","65350","Donald Trump","Virginia","33840","27879"
"Elkhart","18039","IN","1.0","65187","Donald Trump","Indiana","41810","20667"
"Yellowstone","30111","MT","1.0","64903","Donald Trump","Montana","38675","21117"
"Hawaii","15001","HI","1.0","64865","Hillary Clinton","Hawaii","17500","41258"
"Paulding","13223","GA","1.0","64601","Donald Trump","Georgia","44646","18004"
"Berkshire","25003","MA","1.0","64507","Hillary Clinton","Massachusetts","16799","43540"
"Washington","44009","RI","1.0","64248","Hillary Clinton","Rhode Island","27074","33511"
"Columbia","13073","GA","1.0","64190","Donald Trump","Georgia","43060","18863"
"DeSoto","28033","MS","1.0","64022","Donald Trump","Mississippi","42155","19892"
"Randolph","37151","NC","1.0","63615","Donald Trump","North Carolina","49156","13074"
"Tazewell","17179","IL","1.0","63347","Donald Trump","Illinois","38620","20568"
"Black Hawk","19013","IA","1.0","63221","Hillary Clinton","Iowa","27382","32006"
"Rowan","37159","NC","1.0","63078","Donald Trump","North Carolina","42388","19208"
"Ellis","48139","TX","1.0","63064","Donald Trump","Texas","44807","16197"
"Rock Island","17161","IL","1.0","62971","Hillary Clinton","Illinois","26969","32258"
"La Crosse","55063","WI","1.0","62785","Hillary Clinton","Wisconsin","26384","32402"
"Schuylkill","42107","PA","1.0","62750","Donald Trump","Pennsylvania","43937","16724"
"Dorchester","45035","SC","1.0","62463","Donald Trump","South Carolina","34932","24010"
"Hanover","51085","VA","1.0","62313","Donald Trump","Virginia","39592","19360"
"Wood","39173","OH","1.0","62287","Donald Trump","Ohio","31734","26440"
"Spotsylvania","51177","VA","1.0","62083","Donald Trump","Virginia","34619","24204"
"Harrison","28047","MS","1.0","62076","Donald Trump","Mississippi","39710","20679"
"Tippecanoe","18157","IN","1.0","61916","Donald Trump","Indiana","30711","27207"
"Schenectady","36093","NY","1.0","61629","Hillary Clinton","New York","27268","30870"
"Comal","48091","TX","1.0","61567","Donald Trump","Texas","44996","14166"
"Hampton city","51650","VA","1.0","61489","Hillary Clinton","Virginia","17802","41030"
"Rankin","28121","MS","1.0","61356","Donald Trump","Mississippi","46168","13741"
"Coweta","13077","GA","1.0","61315","Donald Trump","Georgia","42513","16572"
"Sandoval","35043","NM","1.0","61146","Hillary Clinton","New Mexico","25748","27405"
"Washington","24043","MD","1.0","60731","Donald Trump","Maryland","38842","19193"
"Fayette","13113","GA","1.0","60387","Donald Trump","Georgia","35034","23255"
"Cambria","42021","PA","1.0","60167","Donald Trump","Pennsylvania","40510","17798"
"Pueblo","8101","CO","1.0","60112","Hillary Clinton","Colorado","27746","27945"
"Sullivan","47163","TN","1.0","59860","Donald Trump","Tennessee","45577","11910"
"Clark","39023","OH","1.0","59620","Donald Trump","Ohio","34311","22666"
"Houston","13153","GA","1.0","59559","Donald Trump","Georgia","35351","22460"
"Lebanon","42075","PA","1.0","58906","Donald Trump","Pennsylvania","38804","17860"
"Calhoun","26025","MI","1.0","58786","Donald Trump","Michigan","31489","24154"
"Bibb","13021","GA","1.0","58327","Hillary Clinton","Georgia","22589","34383"
"Sheboygan","55117","WI","1.0","58290","Donald Trump","Wisconsin","32368","22636"
"Florence","45041","SC","1.0","57770","Donald Trump","South Carolina","29498","26630"
"Livingston Parish","22063","LA","1.0","57700","Donald Trump","Louisiana","48797","6950"
"Lee","1081","AL","1.0","57668","Donald Trump","Alabama","34321","20987"
"Monroe","18105","IN","1.0","57623","Hillary Clinton","Indiana","20527","34183"
"Boone","21015","KY","1.0","57570","Donald Trump","Kentucky","39082","15026"
"Washington","49053","UT","1.0","57494","Donald Trump","Utah","39566","9583"
"Missoula","30063","MT","1.0","57433","Hillary Clinton","Montana","21699","30740"
"Flagler","12035","FL","1.0","57413","Donald Trump","Florida","33804","21985"
"Douglas","13097","GA","1.0","57365","Hillary Clinton","Georgia","24803","30971"
"Montgomery","47125","TN","1.0","57278","Donald Trump","Tennessee","32320","21686"
"Johnson","48251","TX","1.0","57270","Donald Trump","Texas","44370","10976"
"Guadalupe","48187","TX","1.0","57220","Donald Trump","Texas","36495","18308"
"Webb","48479","TX","1.0","56867","Hillary Clinton","Texas","12946","42297"
"Rapides Parish","22079","LA","1.0","56838","Donald Trump","Louisiana","36814","18318"
"Henderson","37089","NC","1.0","56810","Donald Trump","North Carolina","35535","19664"
"Parker","48367","TX","1.0","56413","Donald Trump","Texas","46433","8329"
"Wilson","47189","TN","1.0","56286","Donald Trump","Tennessee","39304","14356"
"Albemarle","51003","VA","1.0","56134","Hillary Clinton","Virginia","19232","33297"
"Eaton","26045","MI","1.0","55686","Donald Trump","Michigan","27608","24534"
"Onslow","37133","NC","1.0","55364","Donald Trump","North Carolina","36342","17156"
"Androscoggin","23001","ME","1.0","55340","Donald Trump","Maine","28189","22975"
"Canadian","40017","OK","1.0","55250","Donald Trump","Oklahoma","39969","11666"
"Allegan","26005","MI","1.0","55153","Donald Trump","Michigan","33812","17932"
"Carver","27019","MN","1.0","55102","Donald Trump","Minnesota","29057","21508"
"Skagit","53057","WA","0.9429000000000001","54831","Hillary Clinton","Washington","24330","26076"
"Linn","41043","OR","1.0","54724","Donald Trump","Oregon","32683","17456"
"Ascension Parish","22005","LA","1.0","54663","Donald Trump","Louisiana","36135","16471"
"Eau Claire","55035","WI","1.0","54080","Hillary Clinton","Wisconsin","23301","27271"
"Randall","48381","TX","1.0","53813","Donald Trump","Texas","43379","8340"
"Richland","39139","OH","1.0","53739","Donald Trump","Ohio","35805","15629"
"Madison","18095","IN","1.0","53660","Donald Trump","Indiana","32376","18595"
"Fayette","42051","PA","1.0","53426","Donald Trump","Pennsylvania","34388","17826"
"Ozaukee","55089","WI","1.0","53368","Donald Trump","Wisconsin","30458","20167"
"Cumberland","34011","NJ","1.0","53018","Hillary Clinton","New Jersey","24213","27045"
"Bay","26017","MI","1.0","52932","Donald Trump","Michigan","28327","21641"
"Saline","5125","AR","1.0","52578","Donald Trump","Arkansas","35852","13247"
"Tangipahoa Parish","22105","LA","1.0","52381","Donald Trump","Louisiana","33933","16869"
"Gallatin","30031","MT","1.0","52335","Hillary Clinton","Montana","23360","23879"
"Blair","42013","PA","1.0","52029","Donald Trump","Pennsylvania","37224","13093"
"Maui","15009","HI","1.0","51942","Hillary Clinton","Hawaii","13445","33479"
"Blount","47009","TN","1.0","51849","Donald Trump","Tennessee","37385","12085"
"Miami","39109","OH","1.0","51467","Donald Trump","Ohio","36311","12832"
"Grand Traverse","26055","MI","1.0","51460","Donald Trump","Michigan","27412","20964"
"Douglas","41019","OR","1.0","51350","Donald Trump","Oregon","34112","13891"
"Clark","18019","IN","1.0","51104","Donald Trump","Indiana","30012","18791"
"Fond du Lac","55039","WI","1.0","51094","Donald Trump","Wisconsin","31044","17391"
"Kendall","17093","IL","1.0","50815","Donald Trump","Illinois","24152","23392"
"Cass","29037","MO","1.0","50715","Donald Trump","Missouri","33006","14816"
"Windham","9015","CT","1.0","50703","Donald Trump","Connecticut","25738","21776"
"Yolo","6113","CA","1.0","50623","Hillary Clinton","California","13178","34460"
"Walworth","55127","WI","1.0","50570","Donald Trump","Wisconsin","28848","18706"
"Lycoming","42081","PA","1.0","50294","Donald Trump","Pennsylvania","35475","12926"
"Roanoke","51161","VA","1.0","50149","Donald Trump","Virginia","30857","16787"
"Grafton","33009","NH","1.0","50115","Hillary Clinton","New Hampshire","19010","28510"
"Franklin","29071","MO","1.0","50045","Donald Trump","Missouri","35420","12339"
"Morgan","1103","AL","1.0","49991","Donald Trump","Alabama","37392","11216"
"Wayne","37191","NC","1.0","49824","Donald Trump","North Carolina","27360","21520"
"Bossier Parish","22015","LA","1.0","49818","Donald Trump","Louisiana","35451","12638"
"Mercer","42085","PA","1.0","49594","Donald Trump","Pennsylvania","30034","17631"
"Washington","47179","TN","1.0","49411","Donald Trump","Tennessee","34179","13003"
"Chautauqua","36013","NY","1.0","49381","Donald Trump","New York","29418","17281"
"Dubuque","19061","IA","1.0","49037","Donald Trump","Iowa","23384","22774"
"Story","19169","IA","1.0","48910","Hillary Clinton","Iowa","19111","25085"
"Pickens","45077","SC","1.0","48871","Donald Trump","South Carolina","36096","10327"
"Midland","48329","TX","1.0","48753","Donald Trump","Texas","36896","9993"
"Geauga","39055","OH","1.0","48736","Donald Trump","Ohio","29577","17165"
"Wayne","39169","OH","1.0","48550","Donald Trump","Ohio","31622","14670"
"LaSalle","17099","IL","1.0","48447","Donald Trump","Illinois","26269","19277"
"Warren","34041","NJ","1.0","48442","Donald Trump","New Jersey","29393","16991"
"Warren","21227","KY","1.0","48436","Donald Trump","Kentucky","28673","16966"
"Cape May","34009","NJ","1.0","48375","Donald Trump","New Jersey","28237","18626"
"Douglas","20045","KS","1.0","48231","Hillary Clinton","Kansas","14308","30089"
"Jasper","29097","MO","1.0","48179","Donald Trump","Missouri","35058","10565"
"Sherburne","27141","MN","1.0","47938","Donald Trump","Minnesota","31049","13299"
"Moore","37125","NC","1.0","47746","Donald Trump","North Carolina","30273","16148"
"Pennington","46103","SD","1.0","47741","Donald Trump","South Dakota","29804","14074"
"Ontario","36069","NY","1.0","47664","Donald Trump","New York","24343","20233"
"Wyandotte","20209","KS","1.0","47467","Hillary Clinton","Kansas","15520","29346"
"Calhoun","1015","AL","1.0","47376","Donald Trump","Alabama","32803","13197"
"Macon","17115","IL","1.0","47283","Donald Trump","Illinois","26782","18211"
"Faulkner","5045","AR","1.0","47196","Donald Trump","Arkansas","29170","14525"
"Adams","42001","PA","1.0","47138","Donald Trump","Pennsylvania","31249","14077"
"Grayson","48181","TX","1.0","47068","Donald Trump","Texas","35274","10276"
"Nash","37127","NC","1.0","46903","Donald Trump","North Carolina","23142","23024"
