"year","name","primarykey","rank","citizenship","countrycode","networthusbillion","selfmade","typeofwealth","gender","age","industry","IndustryAggregates","region","north","politicalconnection","founder","generationofinheritance","sector","company","companytype","relationshiptocompany","foundingdate","gdpcurrentus","sourceofwealth","notes","notes2","source","source_2","source_3","source_4","window","column1"
"2001","Harold Lenfest","harold lenfest","421","United States","USA","1.2","self-made","founder non-finance","male","","Media","Non-Traded Sectors","North America","1","","1","0","media","Lenfest Communications","new","founder","1974","10621800000000","","","","http://en.wikipedia.org/wiki/H._F._Lenfest","Insider Trading Case Is Related To Bid for Tele-Communications The New York Times December 7, 1995, Thursday, Late Edition - Final","","","harold hamm","false"
"2001","Harold Simmons","harold simmons","336","United States","USA","1.5","self-made","self-made finance","male","69","Money Management","Financial","North America","1","","0","0","leveraged buyouts","","","investor ","1974","10621800000000","","","","http://en.wikipedia.org/wiki/Harold_Simmons","Simmons may give out $100 million this year Former corporate raider would enter legendary league with donations THE DALLAS MORNING NEWS June 24, 2007 Sunday","","","harold lenfest","false"
"1996","Harry Brakemann Helmsley","harry brakemann helmsley","239","United States","USA","1.7","self-made","self-made finance","male","0","Real Estate","Financial","North America","1","","1","0","real estate","Helmsley hotels","aquired","founder","1938","8100200000000","","","","http://en.wikipedia.org/wiki/Harry_Helmsley","http://www.nytimes.com/1997/01/06/nyregion/harry-helmsley-is-dead-at-87-amassed-billions-in-property.html?pagewanted=all","","","harold simmons","false"
"2014","Harry Stine","harry stine","551","United States","USA","3","self-made","founder non-finance","male","72","Consumer","Traded Sectors","North America","1","","1","0","seeds","The Stine Seed Group","new","founder","1965","","agriculture","","","http://www.forbes.com/profile/harry-stine/","http://www.stineseed.com/about-stine/history/history-timeline/","Soybean giant has humble Iowa roots; Stine sprouts into biggest private U.S. seed firm Chicago Sun-Times January 13, 1997, MONDAY, Late Sports Final Edition","","harry brakemann helmsley","false"
"2014","Helen Johnson-Leipold","helen johnson-leipold","551","United States","USA","3","inherited","inherited","female","57","Consumer","Traded Sectors","North America","1","","0","Fifth generation or longer","cleaning supplies","S. C. Johnson & Son","new","relation","1886","","cleaning products","5th generation","","http://en.wikipedia.org/wiki/Herbert_Fisk_Johnson_III","http://en.wikipedia.org/wiki/S._C._Johnson_%26_Son","http://www.forbes.com/profile/h-fisk-johnson/","","harry stine","false"
"1996","Helen Walton","helen walton","40","United States","USA","4.7","inherited","inherited","female","76","Consumer","Traded Sectors","North America","1","","0","spouse or widow","retail","Walmart"," new","relation","1962","8100200000000","","widow","","en.wikipedia.org/wiki/Helen_Walton","http://www.nytimes.com/2007/04/21/business/21walton.html","","","helen johnson-leipold","false"
"2014","Henry Engelhardt","henry engelhardt","1465","United States","USA","1.1","self-made","self-made finance","male","56","Money Management","Financial","North America","1","","1","0","insurance","Admiral Group","new","founder","1993","","insurance","","","http://en.wikipedia.org/wiki/Henry_Engelhardt","http://www.forbes.com/profile/henry-engelhardt/","Admiral founder continues to steer a steady course; MONDAY INTERVIEW Henry Englehardt's insurance group is a dividend-paying investor darling which has broken through the £lbn sales barrier... but he's not one to rest on his laurels, writes Jonathan Sibun The Daily Telegraph (London) March 8, 2010 Monday","","helen walton","false"
"2014","Henry Hillman","henry hillman","687","United States","USA","2.5","inherited","inherited","male","95","Diversified financial","Financial","North America","1","","0","inherited from father","coal","Pittsburgh Coke & Chemical ","new","relation","1942","","investments","inherited from father","","http://www.forbes.com/profile/henry-hillman/","http://en.wikipedia.org/wiki/Calgon_Carbon","","","henry engelhardt","false"
"2014","Henry Kravis","henry kravis","281","United States","USA","5","self-made","self-made finance","male","70","Private equity/leveraged buyout","Financial","North America","1","","1","0","leveraged buyouts","Kohlberg Kravis Roberts","new","founder","1976","","private equity","","","http://en.wikipedia.org/wiki/Henry_Kravis","http://www.forbes.com/profile/george-roberts/","http://www.bloomberg.com/news/articles/2014-02-24/kkr-s-kravis-roberts-get-327-million-in-2013-on-company-exits","","henry hillman","false"
"2001","Henry Nicholas","henry nicholas","194","United States","USA","2.4","self-made","founder non-finance","male","39","Technology-Computer","New Sectors","North America","1","","1","0","semiconductors","Broadcom Corporation","new","founder","1991","10621800000000","","","","http://en.wikipedia.org/wiki/Henry_Nicholas","http://www.forbes.com/profile/henry-nicholas-iii/","Chip Maker Avago Buys Broadcom for $37 Billion The New York Times May 29, 2015 Friday","","henry kravis","false"
"2014","Henry Nicholas, III.","henry nicholas iii","1284","United States","USA","1.3","self-made","founder non-finance","male","54","Technology-Computer","New Sectors","North America","1","","1","0","semiconductors","Broadcom Corporation","new","founder","1991","","semiconductors","","","http://en.wikipedia.org/wiki/Henry_Nicholas","http://www.forbes.com/profile/henry-nicholas-iii/","Chip Maker Avago Buys Broadcom for $37 Billion The New York Times May 29, 2015 Friday","","henry nicholas","false"
"1996","Henry Ross Perot Sr","henry ross perot sr","83","United States","USA","3.3","self-made","founder non-finance","male","0","Technology-Computer","New Sectors","North America","1","","1","0","data processing","Electronic Data Systems","new","founder","1962","8100200000000","","","","http://en.wikipedia.org/wiki/Ross_Perot","http://www.cnn.com/2013/06/10/us/ross-perot-fast-facts/","","","henry nicholas iii","false"
"2001","Henry Samueli","henry samueli","198","United States","USA","2.3","self-made","founder non-finance","male","46","Technology-Computer","New Sectors","North America","1","","1","0","semiconductors","Broadcom Corporation","new","founder","1991","10621800000000","","","","http://en.wikipedia.org/wiki/Henry_Samueli","http://www.forbes.com/profile/henry-nicholas-iii/","Chip Maker Avago Buys Broadcom for $37 Billion The New York Times May 29, 2015 Friday","","henry ross perot sr","false"
"2014","Henry Swieca","henry swieca","1270","United States","USA","1.4","self-made","self-made finance","male","56","Hedge funds","Financial","North America","1","","1","0","hedge funds","Highbridge Capital Management","new","founder","1992","","hedge funds","","","http://en.wikipedia.org/wiki/Henry_Swieca","http://www.forbes.com/profile/henry-swieca/","SWIECA TO LEAVE HIGHBRIDGE WALL STREET JOURNAL ABSTRACTS June 12, 2009 Friday","","henry samueli","false"
"2001","Henry Yuen","henry yuen","336","United States","USA","1.5","self-made","founder non-finance","male","","Media","Non-Traded Sectors","North America","1","","1","0","media","Gemstar-TV Guide International","new","founder","1986","10621800000000","","fired from company in 2003, convicted of securities fraud in 2006","","http://en.wikipedia.org/wiki/Henry_C._Yuen","","THE CUTTING EDGE: FOCUS ON TECHNOLOGY;  FIGHTING FOR THE REMOTE CONTROL;  GEMSTAR-TV GUIDE MERGER PLAN RAISES FEAR OF MONOPOLY IN INTERACTIVE TV Los Angeles Times June 26, 2000, Monday","","henry swieca","false"
"2001","Herbert Allen","herbert allen","272","United States","USA","1.8","inherited","inherited","male","61","Money Management","Financial","North America","1","","0","inherited from father","investment banking","Allen & Company","new","relation","1922","10621800000000","","inherited from father","","http://en.wikipedia.org/wiki/Herbert_Allen,_Jr.","http://www.forbes.com/profile/herbert-allen-jr/","","","henry yuen","false"
"2014","Herbert Allen, Jr.","herbert allen jr","663","United States","USA","2.6","inherited","inherited","male","74","Money Management","Financial","North America","1","","0","inherited from father","investment banking","Allen & Company","new","relation","1922","","investment banking","inherited from father","","http://en.wikipedia.org/wiki/Herbert_Allen,_Jr.","http://www.forbes.com/profile/herbert-allen-jr/","","","herbert allen","false"
"2014","Herbert Kohler, Jr.","herbert kohler jr","215","United States","USA","6.3","inherited","inherited","male","75","Non-consumer industrial","Traded Sectors","North America","1","","0","Third generation","manufacturing","Kohler Company","new","relation","1873","","plumbing fixtures","3rd generation","","http://en.wikipedia.org/wiki/Herbert_Kohler,_Jr.","http://www.forbes.com/profile/herbert-kohler-jr/","","","herbert allen jr","false"
"2014","Herbert Louis","herbert louis","580","United States","USA","2.9","inherited","inherited","male","85","Consumer","Traded Sectors","North America","1","","0","Fifth generation or longer","cleaning supplies","S. C. Johnson & Son","new","relation","1886","","cleaning products","5th generation","","http://en.wikipedia.org/wiki/Herbert_Fisk_Johnson_III","http://www.forbes.com/profile/h-fisk-johnson/","http://www.scjohnson.com/en/company/history.aspx","","herbert kohler jr","false"
"2001","Herbert Siegel","herbert siegel","421","United States","USA","1.2","self-made","executive","male","73","Media","Non-Traded Sectors","North America","1","","0","0","television","BHC Communications","new"," Chairman and Chief Executive Officer","1977","10621800000000","","","","http://www.forbes.com/lists/2006/10/JKGH.html","http://investing.businessweek.com/research/stocks/private/person.asp?personId=637737&privcapId=696281","http://en.wikipedia.org/wiki/BHC_Communications","","herbert louis","false"
"2014","Herbert Simon","herbert simon","868","United States","USA","2.1","self-made","self-made finance","male","79","Real Estate","Financial","North America","1","","1","0","real estate","Simon Property Group","new","founder","1960","","real estate","","","http://en.wikipedia.org/wiki/Herbert_Simon_(real_estate)","http://en.wikipedia.org/wiki/Simon_Property_Group","http://www.nytimes.com/2009/09/18/business/18simon.html","","herbert siegel","false"
"2014","Hoang Kieu","hoang kieu","1078","United States","USA","1.7","self-made","founder non-finance","male","69","Technology-Medical","New Sectors","North America","1","","1","0","pharmaceuticals","RAAS","new","founder","1980","","pharmaceuticals","","","http://www.raascorp.com/?page_id=4946","http://www.forbes.com/sites/katevinton/2015/09/29/vietnamese-american-blood-plasma-billionaire-debuts-on-forbes-400/#16224db6ab01","","","herbert simon","false"
"2001","Hope Hill Van Beuren","hope hill van beuren","490","United States","USA","1","inherited","inherited","female","55","Consumer","Traded Sectors","North America","1","","0","Third generation","soup","Campbell Soup","aquired","relation","1869","10621800000000","","3rd generation","","http://en.wikipedia.org/wiki/Hope_Hill_Van_Beuren","http://www.nytimes.com/2005/06/19/realestate/new-coop-for-soup-executive.html","","","hoang kieu","false"
"2014","Howard Marks","howard marks","869","United States","USA","2","self-made","self-made finance","male","67","Private equity/leveraged buyout","Financial","North America","1","","1","0","asset management","Oaktree Capital Management","new","founder","1995","","private equity","","","http://en.wikipedia.org/wiki/Bruce_Karsh","http://en.wikipedia.org/wiki/Oaktree_Capital_Management","http://www.forbes.com/profile/bruce-karsh/","","hope hill van beuren","false"
"2014","Howard Schultz","howard schultz","828","United States","USA","2.1","self-made","executive","male","60","Consumer","Traded Sectors","North America","1","","0","0","coffee","Starbucks","new","Chairman and Chief Executive Officer","1971","","Starbucks","","","http://en.wikipedia.org/wiki/Howard_Schultz","http://en.wikipedia.org/wiki/Starbucks","http://www.forbes.com/profile/howard-schultz/","","howard marks","false"
